Secteur,Taille_Entreprise,Anciennete_Annees,Ratio_Liquidite_Generale,Ratio_Liquidite_Reduite,Ratio_Endettement,Ratio_Capacite_Remboursement,Taux_Endettement_Net,ROE,ROA,Marge_Nette,Marge_Brute,Chiffre_Affaires_Log,Croissance_CA,Ratio_Fonds_Propres,Ratio_Tresorerie_Nette,Delai_Paiement_Clients_Jours,Delai_Paiement_Fournisseurs_Jours,Ratio_Couverture_Interets,Score_Altman_Z,Nb_Incidents_Paiement_12M,Nb_Credits_En_Cours,Defaut_Paiement
Services,TPE,18,0.93,0.52,1.91,3.93,0.04,0.465,0.177,0.215,0.297,15.01,-0.342,0.55,0.27,71,33,6.84,4.41,1,4,0
Services,TPE,9,2.66,2.46,1.11,13.4,1.24,-0.128,0.017,-0.127,0.396,17.05,0.456,0.11,0.08,119,40,10.91,2.26,2,7,0
BTP,PME,49,1.22,0.77,1.3,0.63,1.18,0.113,-0.067,-0.161,0.204,11.55,0.561,0.69,-0.41,89,85,13.24,0.82,0,5,1
Industrie,ETI,29,2.87,0.37,1.13,3.42,0.39,0.289,0.049,0.385,0.276,16.5,0.288,0.09,0.07,109,52,4.46,3.09,3,4,0
Commerce,TPE,13,3.49,1.73,0.35,14.41,1.06,0.145,-0.075,0.209,0.201,10.84,-0.036,0.16,0.85,105,83,18.3,4.9,3,2,0
Transport,Grande Entreprise,47,0.4,1.57,0.81,9.39,0.32,0.443,0.292,0.05,0.631,11.81,0.539,0.48,-0.47,56,50,13.26,4.88,0,3,0
Industrie,TPE,17,3.17,1.15,0.29,4.29,0.06,0.002,-0.107,0.221,0.584,14.76,0.263,0.6,0.21,62,32,12.69,1.07,0,2,0
Industrie,Grande Entreprise,45,2.29,1.17,1.28,1.47,0.3,0.071,0.115,0.254,0.526,16.54,0.444,0.11,0.9,41,71,18.13,3.97,0,6,0
Tech,PME,32,3.41,2.01,0.95,0.91,0.27,-0.229,0.132,0.268,0.34,11.46,0.366,0.74,0.09,86,37,18.19,4.11,0,2,0
Transport,TPE,48,1.79,0.65,1.58,4.05,0.51,0.187,0.092,0.087,0.732,11.85,-0.021,0.78,0.14,47,28,3.14,2.16,2,0,0
Transport,PME,22,3.01,2.09,0.52,13.28,0.63,-0.069,0.148,0.058,0.777,12.04,0.079,0.5,0.37,90,83,3.33,3.46,0,7,0
Industrie,TPE,4,0.5,1.69,0.41,6.53,0.76,-0.172,-0.098,-0.193,0.18,12.39,-0.214,0.41,0.19,49,36,15.36,2.7,0,4,1
Agriculture,TPE,5,1.37,1.16,0.87,10.94,0.72,0.136,0.1,0.356,0.217,12.27,-0.108,0.61,-0.25,112,42,19.16,1.53,0,1,0
Tech,PME,37,0.51,1.25,1.86,13.82,0.41,0.126,-0.021,0.162,0.444,13.95,0.378,0.3,-0.47,30,57,13.5,3.93,2,4,1
Tech,ETI,41,3.42,0.79,1.45,6.42,0.04,-0.239,0.273,-0.078,0.118,16.54,0.494,0.42,0.41,50,32,8.52,1.68,0,5,1
Services,PME,49,2.91,1.93,0.9,3.27,0.91,0.259,0.193,0.352,0.377,14.38,0.324,0.74,0.88,80,50,13.83,2.03,1,3,0
Transport,PME,13,3.03,1.38,1.08,8.0,0.59,0.199,0.288,0.349,0.486,17.76,0.065,0.77,-0.34,90,21,4.96,1.36,0,3,0
Industrie,PME,34,3.3,0.94,0.26,13.67,0.45,-0.149,-0.133,0.394,0.442,17.19,-0.313,0.75,-0.18,105,37,19.96,3.74,0,4,0
Services,ETI,45,0.57,1.57,1.97,12.16,1.3,0.076,-0.022,0.324,0.298,11.27,-0.343,0.25,0.06,70,48,8.91,2.56,2,4,1
BTP,TPE,22,1.53,2.49,1.37,1.45,1.12,0.276,-0.062,0.399,0.457,10.49,-0.026,0.22,0.71,31,35,18.67,2.5,0,2,1
Commerce,PME,23,0.53,1.2,0.64,10.54,1.29,0.124,-0.145,-0.053,0.769,18.78,0.064,0.27,-0.1,34,84,8.9,3.22,1,1,1
Tech,TPE,3,0.97,2.32,1.21,8.79,0.74,0.016,-0.041,0.305,0.205,10.8,0.209,0.38,0.82,99,61,18.6,1.21,0,6,1
BTP,TPE,42,1.03,0.99,0.31,13.66,0.2,-0.042,0.155,0.294,0.541,11.48,-0.394,0.29,-0.42,108,67,7.05,4.54,3,2,0
BTP,PME,34,1.8,0.33,1.94,2.28,1.04,0.188,-0.046,-0.061,0.083,10.22,0.59,0.33,0.91,98,55,15.33,2.59,1,7,1
Agriculture,TPE,32,1.16,0.67,0.43,8.24,0.31,0.451,0.079,-0.141,0.1,16.28,-0.036,0.52,0.34,22,89,19.04,2.15,0,0,0
Commerce,PME,45,0.62,1.16,1.33,13.25,0.66,0.237,0.25,0.388,0.464,15.82,0.448,0.62,0.49,32,46,13.1,1.07,1,7,1
BTP,ETI,49,0.84,0.71,0.57,6.45,0.1,-0.24,0.162,-0.022,0.129,19.87,0.135,0.6,0.05,32,28,13.71,1.26,0,0,0
BTP,TPE,21,0.77,0.2,1.46,7.49,1.24,0.069,0.028,0.323,0.067,18.87,-0.27,0.66,0.67,32,31,2.51,4.64,2,7,1
Commerce,PME,46,3.41,2.3,1.58,1.52,0.19,0.413,0.018,-0.198,0.179,14.11,0.398,0.07,-0.25,16,39,9.75,2.55,2,3,1
Commerce,TPE,44,2.73,2.14,1.38,4.53,1.35,-0.224,0.055,-0.187,0.474,13.72,0.31,0.09,-0.43,90,78,17.79,3.75,3,3,1
BTP,Grande Entreprise,21,3.4,1.91,1.27,5.21,1.3,0.491,-0.07,0.08,0.578,12.97,0.127,0.64,0.09,110,87,5.2,0.86,1,1,1
Commerce,PME,44,1.71,0.59,1.8,14.2,0.7,0.459,0.135,-0.057,0.202,11.52,0.115,0.45,0.78,86,62,15.87,3.4,0,3,1
BTP,ETI,11,1.19,0.48,0.25,4.6,1.12,-0.237,0.014,0.214,0.551,11.38,-0.313,0.48,0.63,65,49,13.68,4.65,0,5,0
BTP,PME,39,2.85,0.36,0.73,7.18,0.93,0.447,0.234,0.139,0.187,11.32,0.256,0.09,0.28,24,51,4.85,1.85,0,7,0
Agriculture,TPE,4,1.34,1.87,0.57,10.23,1.2,-0.009,0.19,-0.154,0.51,11.14,0.511,0.24,0.36,89,69,6.01,3.11,0,0,0
Industrie,PME,1,1.26,2.34,1.98,2.85,0.65,0.376,0.125,-0.102,0.359,12.41,-0.307,0.53,-0.31,28,31,8.84,4.73,2,1,1
BTP,Grande Entreprise,28,1.04,1.19,0.84,7.55,1.18,0.035,0.014,0.033,0.54,13.07,-0.136,0.69,0.76,40,42,2.94,3.74,5,0,0
Services,PME,24,0.71,0.47,1.49,11.21,0.69,0.053,-0.056,-0.089,0.796,19.62,0.502,0.74,0.68,61,15,18.31,0.78,0,4,1
Tech,ETI,35,1.12,1.38,1.4,13.07,1.41,0.207,0.199,0.275,0.753,15.78,-0.116,0.43,0.48,44,67,14.92,2.2,0,4,1
Transport,ETI,13,1.44,1.0,0.5,9.58,0.73,0.32,0.069,0.05,0.053,19.88,0.254,0.46,0.2,70,87,7.62,0.89,3,1,0
Industrie,TPE,47,2.46,1.06,0.55,10.2,0.69,-0.273,-0.049,-0.144,0.714,13.72,0.135,0.67,0.95,56,69,6.34,4.38,0,2,1
Industrie,TPE,34,0.5,1.63,0.63,2.33,1.18,0.175,-0.062,0.091,0.1,14.58,0.196,0.45,0.82,18,75,13.95,3.3,2,5,1
Industrie,PME,11,0.97,1.85,0.88,14.21,1.23,-0.151,-0.076,-0.145,0.765,13.25,0.016,0.44,0.47,117,27,8.77,4.8,0,6,0
Agriculture,PME,36,2.89,0.45,0.55,2.42,0.83,-0.023,0.2,-0.123,0.261,11.83,-0.1,0.73,0.06,25,61,4.97,0.59,2,5,0
BTP,ETI,17,0.77,0.28,0.14,11.73,0.27,-0.022,-0.047,-0.056,0.337,11.43,-0.351,0.64,0.43,38,78,8.89,2.4,0,7,1
Agriculture,Grande Entreprise,35,1.4,2.49,1.77,4.34,0.7,0.075,0.087,0.316,0.119,19.45,0.344,0.73,0.36,100,46,17.49,0.97,0,6,1
BTP,PME,18,3.07,0.74,1.93,14.04,1.45,-0.033,0.053,0.355,0.134,19.87,0.346,0.21,0.09,81,42,1.84,2.08,1,3,0
Agriculture,TPE,40,0.8,0.32,0.75,10.94,1.13,-0.214,0.111,0.296,0.595,10.45,0.271,0.44,-0.04,51,67,7.68,1.23,0,6,0
Agriculture,ETI,22,0.56,0.64,0.74,11.43,1.22,-0.183,0.245,0.0,0.758,11.5,0.244,0.68,0.11,16,45,19.27,1.98,0,1,0
Tech,TPE,24,1.85,0.29,0.11,3.68,0.05,-0.273,0.24,-0.037,0.508,14.24,-0.156,0.13,0.36,26,22,0.79,4.19,1,5,0
Services,ETI,19,1.27,1.1,1.39,6.92,0.7,0.076,0.053,0.129,0.587,11.86,-0.378,0.65,0.14,35,86,17.87,1.22,0,6,0
Agriculture,PME,37,2.1,2.05,1.67,9.46,0.97,0.464,-0.143,0.233,0.621,13.64,0.409,0.19,-0.1,83,88,7.81,2.63,3,3,1
Tech,PME,39,2.87,0.98,0.38,11.66,1.25,-0.207,0.042,0.396,0.247,11.29,0.091,0.66,0.64,85,39,4.2,4.65,0,0,0
Commerce,TPE,21,0.74,1.22,0.4,2.01,0.07,0.457,0.123,-0.121,0.084,14.57,-0.093,0.51,0.3,78,47,0.79,4.99,0,6,1
Services,PME,8,2.16,1.75,1.6,14.45,1.28,0.287,0.101,-0.17,0.051,12.72,-0.298,0.19,-0.4,82,82,1.88,1.63,0,2,1
Agriculture,PME,28,1.92,1.37,1.27,13.41,0.82,0.21,0.143,0.217,0.313,13.52,-0.337,0.41,0.05,57,21,3.85,4.71,1,3,0
Transport,PME,5,0.76,2.18,0.19,4.42,0.3,0.216,-0.081,0.299,0.231,10.94,-0.051,0.56,0.83,68,80,1.0,1.68,1,4,1
Industrie,TPE,17,2.3,2.19,1.28,12.43,0.48,0.361,0.141,0.308,0.097,14.28,0.405,0.53,0.63,119,60,7.05,2.36,0,6,0
Commerce,ETI,37,1.18,0.22,0.69,8.02,0.42,-0.214,-0.068,0.207,0.185,19.83,0.519,0.37,-0.02,114,19,1.38,4.45,0,4,0
Commerce,ETI,36,1.86,1.99,0.8,7.2,0.8,0.104,0.188,0.372,0.143,13.29,0.497,0.72,0.91,76,31,14.0,4.04,0,0,0
Tech,TPE,19,0.56,1.26,1.56,5.06,0.08,0.258,0.003,0.107,0.736,18.76,0.52,0.44,-0.39,100,66,16.47,4.36,0,1,1
Commerce,TPE,27,1.77,2.47,1.64,8.92,0.24,0.169,0.169,0.348,0.155,18.43,0.508,0.43,0.94,107,26,17.81,4.1,1,3,1
Services,TPE,34,1.28,1.31,0.86,11.08,1.22,0.366,-0.128,0.381,0.453,19.52,0.127,0.1,-0.13,87,76,11.21,1.56,5,6,1
Agriculture,PME,11,2.93,2.47,1.9,6.46,0.2,-0.242,0.034,0.308,0.495,17.9,-0.181,0.74,-0.49,104,49,18.96,3.01,1,6,0
Agriculture,PME,45,0.48,1.94,0.87,9.62,0.35,0.253,0.167,-0.014,0.458,16.6,0.398,0.18,0.15,26,76,0.61,2.23,0,0,1
Transport,PME,47,1.64,0.77,1.57,10.64,0.68,0.127,-0.048,-0.082,0.124,18.57,-0.186,0.45,0.04,15,35,3.11,2.57,0,6,1
Industrie,TPE,12,1.77,1.44,1.02,10.81,0.78,0.003,0.208,0.129,0.289,10.76,-0.133,0.65,0.31,86,80,6.22,1.19,0,4,0
Tech,PME,21,2.62,2.48,1.81,1.25,1.15,-0.028,0.134,0.072,0.088,14.63,-0.167,0.21,0.7,47,67,15.89,1.92,0,6,0
Industrie,PME,11,2.14,2.17,1.82,12.97,0.67,0.197,0.114,0.327,0.347,19.89,0.115,0.45,0.76,78,35,17.77,4.36,3,7,1
Commerce,PME,39,2.44,0.42,0.27,7.14,1.18,0.413,0.009,-0.14,0.191,17.7,-0.078,0.23,0.1,82,29,12.55,4.54,0,6,0
Transport,Grande Entreprise,28,2.79,1.82,1.88,4.31,0.93,0.097,0.067,-0.045,0.471,19.62,-0.246,0.62,0.14,28,89,7.97,3.25,2,4,1
Industrie,TPE,5,3.06,0.99,1.67,4.01,0.17,0.36,0.119,0.251,0.57,17.8,0.053,0.47,-0.28,107,88,13.48,2.74,1,4,1
Services,PME,17,1.3,0.22,1.6,7.5,0.23,0.022,0.063,-0.143,0.449,18.75,0.474,0.69,-0.43,28,37,4.03,3.71,5,2,1
Agriculture,PME,20,2.02,1.13,0.48,13.36,0.66,-0.218,0.164,-0.008,0.376,17.07,0.171,0.72,0.46,23,45,9.43,3.24,1,2,0
Commerce,PME,41,2.99,0.74,1.63,5.99,0.6,-0.251,0.045,0.032,0.341,17.61,0.478,0.54,-0.4,87,68,10.4,4.93,0,4,0
Transport,ETI,46,3.47,2.08,1.72,11.37,1.12,-0.259,-0.059,0.174,0.681,15.23,-0.204,0.59,0.6,40,69,2.54,1.36,1,5,1
Industrie,PME,12,3.15,0.98,0.65,1.9,0.87,0.004,-0.054,-0.105,0.215,19.24,-0.233,0.46,0.31,63,40,1.16,2.52,1,1,0
Tech,Grande Entreprise,6,1.49,2.1,1.91,7.4,0.58,-0.03,-0.147,0.316,0.601,18.25,0.176,0.34,-0.2,31,67,15.13,4.63,3,2,1
Services,TPE,17,0.92,0.2,0.19,14.88,0.26,0.274,-0.015,0.069,0.618,18.44,0.063,0.54,0.31,119,80,10.93,4.62,5,3,0
Services,TPE,19,1.87,0.91,0.38,11.67,0.34,0.294,0.187,0.35,0.364,16.73,0.26,0.73,-0.23,82,53,6.98,2.73,0,2,0
Industrie,ETI,26,2.67,0.75,1.12,3.55,0.86,-0.259,0.207,0.081,0.273,13.05,0.395,0.36,0.16,74,21,9.03,1.11,0,3,0
Agriculture,PME,48,1.88,0.74,1.19,7.77,0.64,-0.123,-0.059,-0.035,0.403,10.36,0.351,0.29,0.7,17,53,19.18,4.17,0,2,1
Industrie,TPE,44,1.85,0.36,1.33,3.89,0.77,-0.081,0.282,-0.115,0.12,19.36,0.542,0.34,0.19,107,46,8.01,3.13,0,4,1
Commerce,TPE,44,2.98,0.63,0.13,6.44,0.26,0.138,0.076,-0.198,0.084,15.86,-0.002,0.38,-0.28,39,40,2.52,3.98,5,6,0
Industrie,TPE,32,1.46,1.48,1.92,11.81,0.99,-0.184,0.263,0.119,0.134,12.98,-0.194,0.11,0.59,35,43,9.54,2.58,1,3,0
Services,ETI,6,3.05,0.87,0.18,11.68,1.28,-0.193,0.168,-0.136,0.19,11.49,0.151,0.42,-0.22,26,39,13.14,1.42,0,7,0
Transport,TPE,36,1.6,1.16,0.37,3.81,0.39,0.455,0.175,0.035,0.428,18.3,-0.289,0.42,0.61,68,70,0.74,0.61,0,6,0
Industrie,PME,38,1.35,1.07,0.13,13.87,0.74,0.343,-0.112,0.154,0.687,18.37,-0.111,0.49,0.22,15,45,6.98,3.02,1,6,0
Agriculture,TPE,11,1.75,2.21,1.18,9.09,1.46,-0.155,-0.051,-0.035,0.227,18.15,-0.192,0.32,0.18,15,80,8.17,1.22,0,1,1
Transport,PME,33,2.74,2.28,1.87,6.01,0.5,0.025,-0.146,-0.095,0.751,16.45,-0.003,0.51,0.78,59,16,9.54,1.34,0,2,1
Tech,TPE,24,0.7,1.33,1.37,7.78,0.89,-0.016,0.172,0.265,0.766,13.66,-0.289,0.71,0.56,60,61,6.38,2.46,0,2,1
BTP,PME,23,0.93,0.96,1.66,9.27,0.14,0.333,0.005,0.368,0.769,13.04,-0.368,0.77,-0.45,62,89,13.5,2.49,1,4,0
Industrie,TPE,15,3.34,0.45,0.13,8.62,0.91,0.108,0.204,-0.14,0.678,10.09,0.257,0.49,-0.06,21,43,18.92,1.73,0,3,0
Agriculture,ETI,27,0.86,2.39,1.13,7.55,0.13,-0.198,0.003,-0.107,0.323,18.34,0.21,0.08,0.81,24,63,18.32,1.09,5,5,1
Transport,TPE,11,2.12,0.34,0.97,7.82,1.44,0.291,0.219,0.376,0.105,10.87,0.308,0.78,-0.47,29,87,13.46,4.75,0,4,0
Agriculture,PME,17,2.15,0.88,1.05,3.06,1.07,0.018,-0.091,-0.177,0.477,16.31,0.26,0.58,0.32,54,46,10.38,1.09,2,6,1
Tech,ETI,14,1.87,0.89,0.24,12.28,1.18,-0.09,-0.072,0.387,0.469,15.04,-0.286,0.3,0.59,25,44,16.6,2.08,3,3,1
Services,PME,27,2.36,0.94,1.4,8.36,1.06,0.0,0.003,-0.197,0.687,15.27,-0.109,0.16,0.43,70,29,16.8,1.87,1,2,1
Agriculture,PME,18,1.04,0.58,1.06,2.4,0.88,0.098,0.034,0.324,0.797,19.27,-0.27,0.16,0.64,60,76,16.68,4.4,0,2,0
Transport,PME,28,2.07,2.0,1.55,11.61,0.67,-0.026,0.007,-0.016,0.431,10.32,0.443,0.18,0.59,59,31,3.58,2.35,2,2,1
Agriculture,PME,47,1.49,0.48,1.02,14.02,1.29,-0.106,0.194,0.363,0.309,17.73,0.347,0.08,0.54,101,36,1.0,1.06,0,2,0
Agriculture,PME,47,2.42,1.66,0.38,14.24,1.44,0.019,-0.106,-0.01,0.189,10.52,-0.198,0.73,0.73,27,44,19.67,0.55,5,7,1
Agriculture,Grande Entreprise,4,0.75,0.48,1.33,5.85,0.75,-0.285,0.008,0.193,0.054,10.38,-0.059,0.46,0.47,41,30,19.21,3.75,1,0,1
Commerce,PME,7,2.13,0.36,0.43,2.46,1.4,0.318,0.227,-0.152,0.432,14.3,0.567,0.57,0.1,119,66,11.51,3.72,0,2,0
Commerce,PME,45,0.89,2.29,1.76,8.02,0.87,-0.163,-0.12,-0.055,0.467,10.63,0.194,0.67,0.21,95,22,19.86,2.38,0,2,1
Services,ETI,35,1.19,0.64,1.26,2.13,0.81,-0.265,0.274,0.264,0.669,17.89,0.401,0.64,0.58,64,78,15.53,1.07,0,5,1
Industrie,PME,48,1.0,2.09,0.4,14.04,0.68,0.223,0.294,0.117,0.428,15.3,-0.135,0.71,0.81,75,53,10.59,2.17,0,5,0
Agriculture,TPE,9,0.89,1.45,1.93,3.16,0.31,0.319,-0.11,0.357,0.737,10.29,-0.19,0.78,-0.09,27,45,8.09,3.15,1,3,1
Tech,PME,8,2.94,0.38,1.08,4.17,0.01,0.351,-0.019,0.057,0.521,10.41,0.384,0.38,0.01,26,26,12.06,3.67,0,6,0
Industrie,Grande Entreprise,45,1.21,2.4,0.24,6.4,0.36,0.095,0.018,0.322,0.68,16.13,0.286,0.76,0.9,43,47,10.56,0.85,5,2,0
Tech,TPE,17,3.27,0.77,1.29,6.06,0.76,-0.136,0.199,0.069,0.161,18.06,0.281,0.59,0.37,99,72,19.88,3.0,0,2,0
Industrie,PME,17,3.4,2.18,0.58,12.02,0.57,0.29,0.118,0.388,0.692,14.38,0.153,0.1,-0.23,98,26,10.06,1.74,0,7,0
Services,TPE,49,2.13,0.59,1.63,7.12,0.67,0.26,0.14,0.376,0.556,15.55,0.164,0.56,0.5,34,39,16.8,3.28,0,3,0
Agriculture,PME,33,0.76,2.16,1.65,2.98,1.47,-0.103,0.191,-0.003,0.178,18.0,0.336,0.57,0.99,45,52,16.37,3.42,3,6,1
Agriculture,TPE,32,1.5,0.23,1.96,4.37,0.53,0.423,-0.097,0.332,0.192,16.11,-0.13,0.73,0.74,22,62,1.89,4.6,0,2,1
BTP,PME,8,2.85,1.38,1.05,7.88,0.68,-0.217,0.225,0.309,0.745,12.25,-0.047,0.33,0.62,38,69,2.2,2.35,5,7,1
Tech,ETI,19,1.48,1.97,0.96,2.64,0.2,0.486,0.168,-0.074,0.074,16.13,0.472,0.49,-0.19,89,17,13.37,2.92,0,2,0
Industrie,PME,38,0.58,2.35,1.53,9.37,0.07,0.388,0.11,0.175,0.397,16.28,-0.091,0.06,0.81,53,83,5.55,1.71,3,4,1
Industrie,PME,3,2.08,2.29,0.35,8.7,1.16,0.25,0.25,-0.156,0.285,17.34,0.146,0.3,0.29,47,49,13.32,1.79,1,0,0
Commerce,ETI,5,3.0,2.09,1.14,10.86,0.86,0.451,0.165,0.302,0.549,16.21,0.303,0.1,0.83,56,65,3.32,0.71,2,3,1
BTP,Grande Entreprise,13,2.85,2.24,1.14,14.1,1.14,0.278,-0.059,-0.095,0.68,19.69,0.6,0.44,-0.01,29,41,8.24,1.79,0,4,1
Transport,TPE,47,0.86,0.66,0.27,13.73,0.22,-0.148,0.043,-0.158,0.32,11.97,0.035,0.66,-0.41,82,51,2.5,0.79,0,5,0
Transport,PME,46,2.45,0.85,0.89,14.22,0.86,0.054,0.072,0.04,0.37,19.51,0.028,0.2,0.21,79,30,6.0,4.84,3,6,0
Commerce,TPE,31,1.01,0.86,1.72,4.05,0.38,-0.243,-0.125,0.146,0.786,15.38,0.443,0.45,-0.1,46,39,2.22,3.31,0,1,1
Commerce,Grande Entreprise,16,1.0,1.07,1.73,2.41,0.34,0.012,0.28,0.313,0.638,16.72,0.406,0.2,0.57,25,47,19.43,1.28,0,1,0
Commerce,Grande Entreprise,32,3.1,1.1,0.29,4.88,0.02,0.293,-0.092,0.385,0.723,10.99,0.331,0.14,0.94,108,76,8.2,1.03,5,5,1
Tech,PME,22,1.1,1.45,0.27,13.48,0.2,0.009,0.164,0.064,0.379,13.81,0.063,0.43,0.54,51,31,18.07,2.17,2,0,0
Tech,ETI,29,1.14,0.57,0.6,14.59,0.46,-0.036,0.078,-0.164,0.226,17.69,-0.076,0.11,0.83,33,57,19.44,1.88,0,6,0
Services,PME,22,0.3,1.79,1.76,12.96,0.18,0.176,-0.138,0.249,0.359,17.07,0.209,0.49,0.18,65,44,18.24,1.76,3,6,1
Services,PME,43,3.09,0.59,0.34,2.1,1.48,0.398,0.266,0.139,0.587,10.4,0.476,0.07,0.66,114,55,9.37,2.61,5,7,0
Commerce,TPE,3,2.84,0.91,1.47,14.24,0.46,-0.262,0.233,0.069,0.132,15.47,0.484,0.13,0.76,48,18,15.69,4.61,3,1,0
BTP,ETI,10,2.31,1.36,0.29,6.64,0.2,0.008,0.086,-0.014,0.253,10.88,-0.292,0.46,0.57,85,80,3.5,3.06,0,0,0
Industrie,TPE,42,2.7,2.03,1.28,0.63,0.3,-0.173,-0.047,0.101,0.085,19.96,0.028,0.49,0.26,74,74,2.35,2.85,0,1,1
Tech,ETI,21,0.79,1.9,0.78,6.91,0.88,0.256,-0.095,0.003,0.374,18.97,0.065,0.07,0.44,98,23,17.6,4.13,0,1,1
BTP,ETI,16,1.77,1.68,1.6,1.17,0.1,-0.215,0.014,0.254,0.671,10.21,0.578,0.48,0.55,67,45,1.11,0.52,5,6,1
Agriculture,ETI,12,1.42,0.56,0.54,8.39,1.29,0.232,-0.035,0.126,0.068,18.59,0.278,0.68,-0.12,26,83,19.46,1.39,0,7,0
Tech,TPE,2,0.6,1.46,1.31,5.41,1.44,-0.071,0.078,0.326,0.556,19.19,0.007,0.59,0.71,76,38,13.61,2.73,0,4,1
Tech,PME,41,1.86,0.4,0.55,7.36,0.37,-0.141,0.285,0.126,0.749,13.54,-0.374,0.15,0.93,110,38,8.68,3.67,0,6,0
Services,TPE,24,3.25,1.07,1.46,9.39,0.68,0.449,0.109,-0.057,0.228,17.2,0.165,0.49,0.2,80,59,3.26,2.68,0,1,1
Industrie,PME,35,0.43,1.15,1.76,13.1,0.03,-0.285,0.25,0.311,0.57,14.42,-0.304,0.55,0.55,100,51,14.6,1.24,0,6,1
Industrie,TPE,30,1.23,0.29,0.34,10.1,0.96,0.05,0.143,0.134,0.781,16.55,0.434,0.08,0.61,119,72,11.48,4.68,5,5,0
Transport,Grande Entreprise,30,0.96,0.83,1.75,6.79,0.62,-0.283,0.064,-0.076,0.772,13.4,0.353,0.69,0.49,62,37,14.37,1.98,1,0,1
Transport,PME,47,1.06,2.4,1.23,12.38,0.41,0.087,0.235,0.174,0.226,13.23,0.061,0.73,0.32,54,49,8.65,4.05,0,2,0
Transport,PME,35,3.21,2.39,0.34,13.63,0.31,0.101,0.062,0.015,0.125,14.24,0.029,0.69,0.82,38,77,1.79,4.51,0,6,0
Transport,PME,19,1.8,1.01,0.91,2.24,0.98,-0.043,0.241,0.307,0.161,11.46,0.497,0.67,0.17,64,20,6.64,2.06,3,6,0
Agriculture,PME,8,1.79,0.3,0.41,8.21,0.62,-0.194,-0.019,0.072,0.577,18.31,-0.112,0.61,-0.41,109,20,6.64,4.3,0,2,0
Agriculture,PME,26,2.73,0.61,1.43,4.63,0.27,0.001,-0.092,0.236,0.594,13.49,-0.151,0.53,0.77,82,44,0.67,3.7,0,2,1
Tech,PME,49,0.79,1.1,1.54,1.18,1.03,0.238,0.235,-0.143,0.556,14.0,0.539,0.56,0.51,102,15,0.69,4.57,5,0,1
Commerce,Grande Entreprise,40,1.86,2.38,0.3,10.19,0.85,0.326,0.114,0.038,0.302,18.94,0.409,0.65,0.77,57,77,6.95,1.63,2,7,0
Services,PME,7,1.68,0.52,1.06,13.01,1.29,0.125,0.25,0.39,0.177,14.97,0.421,0.55,-0.29,31,22,14.69,4.69,0,0,0
Services,Grande Entreprise,30,2.21,1.96,1.65,2.86,0.18,0.172,0.272,0.285,0.486,15.44,-0.205,0.3,-0.45,118,42,12.67,0.79,1,2,0
Transport,ETI,7,3.5,0.45,1.88,12.28,1.18,-0.14,-0.126,-0.104,0.413,19.56,-0.257,0.33,0.9,97,47,5.16,4.07,0,5,1
Tech,TPE,3,2.76,2.46,1.08,12.87,1.01,-0.07,0.075,-0.033,0.597,18.87,-0.374,0.72,-0.28,118,67,12.25,2.46,2,1,0
BTP,Grande Entreprise,1,1.57,1.08,1.91,13.76,0.17,-0.17,0.019,-0.002,0.381,11.69,-0.163,0.06,0.71,116,52,13.12,1.3,3,2,1
Commerce,TPE,36,2.95,1.98,1.12,4.35,1.04,-0.101,0.132,0.19,0.304,14.73,0.374,0.57,0.73,69,66,10.69,0.86,2,3,0
Tech,ETI,25,0.85,0.99,0.85,13.61,0.66,-0.12,0.207,0.254,0.27,19.71,-0.16,0.77,0.56,48,25,10.67,2.25,2,6,0
Commerce,PME,37,0.4,1.64,1.71,5.15,1.42,0.116,-0.024,0.25,0.209,13.72,0.329,0.58,-0.3,111,16,7.71,2.25,2,0,1
Commerce,ETI,1,0.95,0.64,1.04,8.51,0.21,0.15,0.101,0.106,0.249,13.72,-0.148,0.8,0.5,84,67,2.91,1.53,1,3,0
Commerce,ETI,15,1.39,0.54,1.0,1.23,0.96,0.456,0.169,0.286,0.121,11.95,-0.005,0.57,0.83,74,82,8.02,1.47,0,3,0
Tech,ETI,37,1.93,2.36,1.03,1.14,0.57,-0.144,-0.09,0.062,0.31,11.14,0.583,0.08,0.14,65,21,7.23,2.3,2,0,1
Transport,ETI,13,2.27,2.31,1.71,10.95,1.44,0.213,0.216,-0.126,0.077,17.4,-0.155,0.67,0.12,114,81,12.04,2.35,0,7,0
Services,PME,40,3.21,2.24,1.68,6.94,0.49,0.354,0.123,0.139,0.19,17.7,-0.024,0.26,0.16,91,23,17.2,2.49,1,6,0
Services,TPE,8,1.93,1.64,0.87,4.22,1.44,0.148,0.277,0.371,0.61,19.69,-0.099,0.38,-0.38,87,77,7.82,4.41,0,2,0
Transport,PME,5,1.9,2.06,0.73,3.26,1.35,-0.096,0.003,0.276,0.294,17.73,-0.29,0.28,0.84,49,25,14.34,3.25,0,5,0
Commerce,TPE,9,0.46,0.36,1.03,10.21,0.41,-0.09,-0.101,0.147,0.551,12.43,0.09,0.25,0.8,48,51,16.33,0.59,0,4,1
BTP,PME,1,0.41,0.97,1.19,0.51,1.21,-0.269,0.078,0.188,0.588,10.4,-0.021,0.37,1.0,30,28,4.63,2.84,0,7,1
